Lat,Lat_MIn,Lon,Lon_Min,Thru
47,3.7269,109,24.7209,2.73
47,4.2227,109,24.7209,2.73
47,3.7335,109,5.3699,2.61
47,3.7361,109,6.3807,2.81
47,4.224,109,6.3807,2.81
47,3.7361,109,24.7207,2.81
47,4.224,109,24.7207,2.81
47,3.7358,109,7.3972,2.72
47,4.2244,109,7.3972,2.72
47,3.7358,109,24.7207,2.72
47,4.2244,109,24.7207,2.72
47,3.4489,109,8.2868,2.54
47,4.2249,109,8.2868,2.54
47,3.4489,109,24.721,2.54
47,4.2249,109,24.721,2.54
47,3.5186,109,9.238,2.79
47,4.2255,109,9.238,2.79
47,3.5186,109,24.7212,2.79
47,4.2255,109,24.7212,2.79
47,3.5386,109,10.1999,2.82
47,4.2263,109,10.1999,2.82
47,3.5386,109,24.7213,2.82
47,4.2263,109,24.7213,2.82
47,3.6497,109,11.1885,2.73
47,4.2275,109,11.1885,2.73
47,3.6497,109,24.7223,2.73
47,4.2275,109,24.7223,2.73
47,3.8787,109,12.1456,2.76
47,4.2276,109,12.1456,2.76
47,3.8787,109,24.7226,2.76
47,4.2276,109,24.7226,2.76
47,4.1294,109,12.9461,2.72
47,4.2282,109,12.9461,2.72
47,4.1294,109,24.7226,2.72
47,4.2282,109,24.7226,2.72
47,4.2284,109,13.8025,2.65
47,4.2346,109,13.8025,2.65
47,4.2284,109,24.7226,2.65
47,4.2346,109,24.7226,2.65
47,4.2283,109,14.7261,2.59
47,4.31,109,14.7261,2.59
47,4.2283,109,24.723,2.59
47,4.31,109,24.723,2.59
47,4.2279,109,15.5323,2.75
47,4.4724,109,15.5323,2.75
47,4.2279,109,24.7228,2.75
47,4.4724,109,24.7228,2.75
47,4.2281,109,16.0678,3.36
47,4.5852,109,16.0678,3.36
47,4.2281,109,24.7227,3.36
47,4.5852,109,24.7227,3.36
47,4.2282,109,24.7226,2.46
47,4.2287,109,16.3365,2.81
47,4.2287,109,24.7224,2.81
47,4.2287,109,24.7224,3.38
47,4.4886,109,24.7224,3.38
47,4.2284,109,24.7225,2.75
47,4.2284,109,24.7225,2.96
47,4.2285,109,24.7229,3.23
47,4.2287,109,24.7228,2.65
47,4.2291,109,24.7227,3.05
47,4.2293,109,24.7227,2.75
47,4.2295,109,24.7227,3.13
47,4.1906,109,24.7227,2.69
47,4.2297,109,24.7227,2.69
47,4.2298,109,24.7227,2.96
47,4.2306,109,24.7226,2.94
47,4.075,109,24.7219,2.76
47,4.2309,109,24.7219,2.76
47,4.2287,109,24.8481,3.15
47,4.2281,109,25.0138,2.62
47,4.2034,109,25.1476,3.32
47,3.8198,109,25.3046,2.65
47,4.1002,109,25.3046,2.65
47,4.0541,109,25.3741,3.08
47,4.075,109,25.5228,3.23
47,4.1355,109,25.6079,3.05
47,4.1971,109,25.9462,3.05
47,4.2431,109,26.5185,3.58
47,4.2586,109,27.1529,3.02
47,3.9323,109,27.6452,2.99
47,3.4869,109,28.1701,3.19
47,3.331,109,30.2218,2.91
47,3.331,109,30.246,2.91
47,3.3285,109,31.9424,3.14
47,3.0773,109,33.7777,3.09
47,3.0854,109,33.7777,3.09
47,3.0773,109,33.7978,3.09
47,3.0854,109,33.7978,3.09
47,2.3558,109,35.4484,2.75
47,2.3676,109,35.4484,2.75
47,1.3683,109,36.8127,2.99
47,0.3725,109,38.3636,3.3
47,0.383,109,38.3636,3.3
47,0.3725,109,38.3844,3.3
47,0.383,109,38.3844,3.3
46,59.5421,109,40.02,2.94
46,59.1218,109,40.8503,3.11
46,58.9797,109,41.8142,3.12
46,58.9816,109,42.7595,2.81
46,58.9824,109,43.7826,3.04
46,58.9833,109,44.5702,3.18
46,58.7789,109,44.7198,3.16
46,58.7789,109,44.7201,3.16
46,58.1096,109,44.6991,3.05
46,58.1096,109,44.6995,3.05
46,57.4269,109,44.8702,2.81
46,56.7491,109,45.0942,2.99
46,56.0876,109,45.4034,3.16
46,55.4287,109,45.7146,2.81
46,54.7505,109,45.9266,3.3
46,54.0594,109,45.9613,3.58
46,53.3677,109,45.9547,2.61
46,52.6755,109,45.9491,2.88
46,51.9825,109,45.9462,2.72
46,51.2876,109,45.9437,3.01
46,50.5954,109,45.9118,2.82
46,49.9018,109,45.7742,2.86
46,49.1255,109,45.6208,3.38
46,48.4383,109,45.4856,3.23
46,47.7477,109,45.381,2.8
46,47.0548,109,45.3797,2.9
46,46.357,109,45.3791,3.38
46,45.6647,109,45.3564,3.41
46,45.0039,109,45.0532,2.68
46,44.3246,109,44.8487,3.21
46,43.6531,109,44.5965,2.9
46,43.6531,109,44.6028,2.9
46,42.9813,109,44.3461,3.01
46,42.2499,109,44.3125,3.36
46,41.5391,109,44.8257,3.34
46,40.934,109,45.1454,3.19
46,40.9461,109,45.1454,3.19
46,40.5519,109,45.1467,3.62
46,40.0015,109,45.3018,2.77
46,39.3237,109,45.5175,3.05
46,38.6409,109,45.7336,2.96
46,37.9399,109,45.95,3.01
46,37.2393,109,45.9527,2.96
46,35.85,109,45.9532,2.77
46,35.0797,109,45.9546,1.84
46,34.2795,109,45.9566,2.81
46,33.5269,109,45.958,2.83
46,32.7801,109,45.9597,2.7
46,32.0318,109,45.9627,2.93
46,31.2834,109,45.9637,3.2
46,30.5353,109,45.9655,3.6
46,29.7861,109,45.9659,2.85
46,29.0361,109,45.9666,3.17
46,28.3044,109,45.9936,3.15
46,27.7388,109,46.481,3.75
46,27.2372,109,47.1479,3.15
46,26.7412,109,47.8047,2.85
46,26.3138,109,48.5027,2.85
46,26.2142,109,48.8567,2.82
46,26.3178,109,49.4945,3.05
46,26.2744,109,49.9313,2.97
46,26.1858,109,50.296,3.19
46,26.1078,109,50.5257,3.28
46,25.5518,109,50.5293,3.3
46,24.8397,109,50.5219,3.08
46,24.0771,109,50.4893,3.04
46,23.3638,109,50.7223,3.15
46,22.6966,109,51.0376,2.98
46,22.126,109,51.6088,2.71
46,21.5884,109,52.2511,2.99
46,21.0295,109,52.8491,2.9
46,20.3525,109,53.0456,3.56
46,19.655,109,53.0368,3.15
46,18.9753,109,53.03,NULL
46,18.3388,109,53.0237,3.24
46,17.6912,109,53.0176,2.71
46,16.9835,109,53.0188,2.96
46,16.2964,109,53.1895,2.82
46,15.6167,109,53.452,3.12
46,14.9294,109,53.6824,2.61
46,14.2263,109,53.699,2.73
46,13.537,109,53.7835,3.07
46,12.8431,109,53.8674,2.95
46,12.1423,109,53.952,3.51
46,11.4433,109,54.0381,3.16
46,10.7561,109,54.1214,2.97
46,10.0533,109,54.2075,2.73
46,9.3559,109,54.2924,3.17
46,8.6888,109,54.5901,2.78
46,8.0217,109,54.9567,2.89
46,7.3592,109,55.3196,2.94
46,6.7003,109,55.6813,3.31
46,6.0439,109,56.0414,2.9
46,5.3529,109,56.1775,1.28
46,4.6486,109,56.1472,3.15
46,3.9621,109,56.2887,3.2
46,3.3467,109,56.7974,3.08
46,2.7063,109,57.12,3.06
46,2.0055,109,57.1461,2.84
46,1.324,109,57.3957,3.21
46,0.5947,109,57.5055,2.79
45,59.8456,109,57.6486,3.36
45,59.2046,109,58.069,3.29
45,58.5087,109,58.1595,2.99
45,57.8077,109,58.2725,3.21
45,57.1798,109,58.586,2.95
45,56.6157,109,58.9617,2.94
45,55.9958,109,59.1823,3.03
45,55.4356,109,58.827,2.6
45,54.6817,109,58.6882,3.32
45,54.0634,109,58.351,3.17
45,52.9652,109,57.4234,3.51
45,52.4054,109,56.8951,3.06
45,51.8747,109,56.3467,3.4
45,51.3167,109,56.3727,3.12
45,50.8904,109,56.4513,3.31
45,50.5705,109,56.5312,3.02
45,50.3737,109,56.8602,3.03
45,50.2332,109,57.0952,3.22
45,50.1027,109,57.3146,3.12
45,49.9371,109,57.5951,3.23
45,49.739,109,58.1222,3.05
45,49.5639,109,58.394,3.28
45,49.3517,109,58.9375,3.55
45,48.946,109,59.8607,3.1
45,48.5317,110,0.7978,3.03
45,48.0533,110,1.6644,3.31
45,47.5359,110,2.4907,2.75
45,47.0445,110,3.3486,3.43
45,46.5984,110,4.1769,3.26
45,46.1531,110,5.0367,3.06
45,45.8254,110,6.0139,3.38
45,45.6006,110,7.0569,3.34
45,45.3738,110,8.105,2.94
45,45.1471,110,9.1507,2.83
45,44.9203,110,10.1963,2.81
45,44.6553,110,11.2524,3.23
45,44.3899,110,12.2501,3.1
45,44.1513,110,13.2912,2.68
